Solar_eff           ,Spans
0.1                 ,68.499921630262     
0.10408163265306122 ,65.59933318322685   
0.10816326530612246 ,63.24352327898573   
0.11224489795918367 ,61.2412781562347    
0.1163265306122449  ,59.47510820538546   
0.12040816326530612 ,57.902693069689455  
0.12448979591836734 ,56.491441345288415  
0.1326530612244898  ,54.05715573082593
0.13673469387755102 ,52.99838445368104   
0.14081632653061224 ,52.02699222718873   
0.14489795918367349 ,51.13218730407363   
0.1489795918367347  ,50.30508644701031   
0.15306122448979592 ,49.53817990778594   
0.15714285714285714 ,48.82506440403615   
0.16122448979591836 ,48.1603368892696    
0.16530612244897958 ,47.53914319689606   
0.1693877551020408  ,46.95742882470424   
0.17346938775510204 ,46.41161152510956   
0.17755102040816326 ,45.89854846217349   
0.1816326530612245  ,45.41542281055172   
0.18571428571428572 ,44.95976527776045   
0.18979591836734694 ,44.52943976671149   
0.19387755102040816 ,44.12249488634139   
0.19795918367346937 ,43.737253481088246  
0.2020408163265306  ,43.37202763812126   
0.21020408163265306 ,42.69612718072233
0.21428571428571427 ,42.38302375795768   
0.21836734693877552 ,42.0851773348641    
0.22244897959183674 ,41.801531045068515  
0.23061224489795917 ,41.27351855862424
0.2346938775510204  ,41.02756010951902   
0.2387755102040816  ,40.79274618156374   
0.24285714285714285 ,40.56834498410968   
0.24693877551020407 ,40.35381925368307   
0.2510204081632653  ,40.14863832073776   
0.2551020408163265  ,39.95230035756368   
0.25918367346938775 ,39.764400772801324  
0.26326530612244897 ,39.58441852734213   
0.2673469387755102  ,39.41199516155226   
0.2714285714285714  ,39.24676790162206   
0.2755102040816326  ,39.08840786668083   
0.2795918367346939  ,38.93660811031672   
0.28367346938775506 ,38.79100741174912   
0.28775510204081634 ,38.65134681158907   
0.2918367346938775  ,38.51741136387742   
0.29591836734693877 ,38.38886867160141   
